rank,candidate_id,final_score,professional_band,band_id,subtype,current_title,headline,years_experience,current_company,industry,location,career_titles,current_work_evidence,negative_evidence,risk_flags,open_to_work,last_active_date,response_rate,response_hours,notice_period_days,willing_to_relocate,target_location,reasoning,professional_band_score,current_work_subtype_score,retrieval_search_ranking_score,vector_embedding_hybrid_score,production_ml_system_score,evaluation_maturity_score,python_backend_platform_score,product_shipper_score,experience_fit_score,skill_corroboration_score,behavior_fit_score,logistics_fit_score,near_miss_penalty,coherence_risk_penalty
141,CAND_0087364,158.357940,direct_search_ranking,4,recommendation,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",4.9,Glance,AI/ML,"Gurgaon, Haryana",Recommendation Systems Engineer | Recommendation Systems Engineer,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | Milvus assessment 78.9/100",not marked open to work,weak:skill_duration_overrun,False,2026-04-30,0.480,54.5,30,False,True,Recommendation Systems Engineer with 4.9 years at Glance; built production recommendation and behavioral reranking components. Main concern: not marked open to work.,102.000000,7.500000,13.945920,0.715520,11.680000,6.484500,0.200000,5.000000,5.500000,1.200000,1.132000,3.000000,0.000000,0.000000
142,CAND_0019480,157.938480,direct_search_ranking,4,search_ranking,NLP Engineer,"NLP Engineer | Search, Ranking & Retrieval",2.8,Meesho,E-commerce,"Chennai, Tamil Nadu",NLP Engineer | Senior Data Scientist | Senior Data Scientist | Search Engineer,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | TensorFlow assessment 59.8/100,90-day notice period,weak:skill_duration_overrun | weak:repeated_role_description,True,2026-05-13,0.870,18.7,90,True,False,Career evidence from this NLP Engineer (2.8 years) shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. Hiring feasibility is tempered because 2.8 years is below the preferred experience band and notice period is 90 days.,102.000000,10.000000,15.141600,4.266880,7.680000,12.000000,0.000000,5.000000,0.000000,0.000000,4.000000,0.300000,2.000000,0.450000
143,CAND_0089552,157.097760,direct_search_ranking,4,rag_system,Machine Learning Engineer,Machine Learning Engineer | Applied ML | Building intelligent products,6.0,Netflix,Media,"Kolkata, West Bengal",Machine Learning Engineer | Recommendation Systems Engineer,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). | TensorFlow assessment 88.7/100",not marked open to work | 120-day notice period,weak:skill_duration_overrun,False,2026-04-27,0.490,79.5,120,True,False,"At Netflix, this Machine Learning Engineer implemented a production RAG pipeline spanning ingestion, embeddings, retrieval, and evaluation, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.49 recruiter response rate and 120-day notice; not marked open to work and notice period is 120 days.",102.000000,6.500000,7.680960,8.000000,5.378400,9.600000,2.320400,3.840000,8.000000,2.850000,1.378000,-0.450000,0.000000,0.000000
144,CAND_0065195,156.285680,direct_search_ranking,4,relevance_ownership,Search Engineer,"Search Engineer | Search, Ranking & Retrieval",5.1,CRED,Fintech,"Kolkata, West Bengal",Search Engineer | Senior Data Scientist,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control).",,weak:skill_duration_overrun,True,2026-05-24,0.800,22.7,45,False,False,"This 5.1-year Search Engineer owns a production relevance system with explicit evaluation and operational evidence. Relative to nearby candidates, location/relocation fit is weaker.",102.000000,12.000000,8.928000,6.167680,6.000000,6.700000,0.000000,1.840000,8.000000,0.000000,4.000000,0.650000,0.000000,0.000000
145,CAND_0009837,156.224080,direct_search_ranking,4,search_ranking,Senior Data Scientist,"Senior Data Scientist | Search, Ranking & Retrieval",4.3,Rephrase.ai,AI/ML,"Noida, Uttar Pradesh",Senior Data Scientist,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Image Classification assessment 88.3/100,not marked open to work,weak:skill_duration_overrun,False,2026-03-31,0.530,70.4,60,False,True,Senior Data Scientist with 4.3 years at Rephrase.ai; shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. Main concern: not marked open to work.,102.000000,10.000000,9.576000,0.452480,6.355600,12.000000,0.200000,5.000000,5.500000,1.800000,1.090000,2.250000,0.000000,0.000000
146,CAND_0013536,154.759920,direct_search_ranking,4,search_ranking,Applied ML Engineer,"Applied ML Engineer | ML, NLP, Recommendation Systems",14.1,Haptik,Conversational AI,"Trivandrum, Kerala",Applied ML Engineer | Recommendation Systems Engineer,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | PyTorch assessment 84.7/100,90-day notice period,weak:repeated_role_description,True,2026-04-28,0.870,55.3,90,False,False,Career evidence from this Applied ML Engineer (14.1 years) shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. Hiring feasibility is tempered because 14.1 years is above the preferred experience band and notice period is 90 days.,102.000000,10.000000,15.258240,1.871680,7.680000,12.000000,0.000000,5.000000,0.000000,0.600000,4.000000,-0.650000,3.000000,0.000000
147,CAND_0092245,154.538820,direct_search_ranking,4,search_ranking,Senior Data Scientist,"Senior Data Scientist | Search, Ranking & Retrieval",4.1,Ola,Transportation,"Coimbatore, Tamil Nadu",Senior Data Scientist,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Forecasting assessment 73.5/100,,weak:skill_duration_overrun,True,2026-03-28,0.500,30.7,60,False,False,"At Ola, this Senior Data Scientist shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.50 recruiter response rate and 60-day notice; location/relocation fit is weaker.",102.000000,10.000000,9.096000,0.715520,5.360000,11.180500,0.282800,5.000000,5.500000,1.200000,3.554000,0.650000,0.000000,0.000000
148,CAND_0075439,154.475680,direct_search_ranking,4,rag_system,Machine Learning Engineer,Machine Learning Engineer | Applied ML | Building intelligent products,4.3,Flipkart,E-commerce,"Vizag, Andhra Pradesh",Machine Learning Engineer | AI Engineer,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). | Learning to Rank assessment 84.7/100",not marked open to work,weak:skill_duration_overrun,False,2026-05-07,0.560,30.5,30,False,False,"This 4.3-year Machine Learning Engineer implemented a production RAG pipeline spanning ingestion, embeddings, retrieval, and evaluation. Relative to nearby candidates, not marked open to work and location/relocation fit is weaker.",102.000000,6.500000,6.727680,7.790400,5.941600,9.600000,1.640400,4.121600,5.500000,1.050000,2.154000,1.450000,0.000000,0.000000
149,CAND_0052328,153.472720,direct_search_ranking,4,recommendation,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",6.5,Amazon,Internet,"Pune, Maharashtra",Recommendation Systems Engineer | Senior Data Scientist,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). | OpenSearch assessment 65.7/100",,weak:skill_duration_overrun,True,2026-03-31,0.790,31.9,30,False,True,Recommendation Systems Engineer with 6.5 years at Amazon; built production recommendation and behavioral reranking components. The profile is open to work with a 0.79 recruiter response rate and 30-day notice.,102.000000,7.500000,9.803040,5.079680,6.000000,5.000000,0.200000,1.840000,8.000000,1.050000,4.000000,3.000000,0.000000,0.000000
150,CAND_0074735,152.011200,direct_search_ranking,4,rag_system,Applied ML Engineer,"Applied ML Engineer | ML, NLP, Recommendation Systems",5.5,Rephrase.ai,AI/ML,"Chandigarh, Chandigarh",Applied ML Engineer | Search Engineer | NLP Engineer,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control).",90-day notice period,weak:skill_duration_overrun | weak:repeated_role_description,True,2026-03-28,0.770,10.4,90,False,False,"Career evidence from this Applied ML Engineer (5.5 years) implemented a production RAG pipeline spanning ingestion, embeddings, retrieval, and evaluation. Hiring feasibility is tempered because notice period is 90 days and location/relocation fit is weaker.",102.000000,6.500000,8.266560,7.704640,6.000000,7.900000,0.000000,1.840000,8.000000,0.900000,4.000000,-0.650000,0.000000,0.450000
151,CAND_0081852,147.671440,direct_search_ranking,4,rag_system,Senior Data Scientist,"Senior Data Scientist | ML, NLP, Recommendation Systems",5.9,Mad Street Den,AI/ML,"Delhi, Delhi",Senior Data Scientist | AI Engineer,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control).",,,True,2026-05-23,0.440,51.6,45,True,True,"At Mad Street Den, this Senior Data Scientist implemented a production RAG pipeline spanning ingestion, embeddings, retrieval, and evaluation, directly supporting Redrob's intelligence-layer mandate. They are open to work and the recorded notice period is 45 days.",102.000000,6.500000,4.128000,6.253440,6.000000,6.700000,0.000000,1.840000,8.000000,0.000000,4.000000,2.250000,0.000000,0.000000
152,CAND_0076163,140.157720,applied_ml,3,search_ranking,NLP Engineer,NLP Engineer | Applied ML | Building intelligent products,6.9,Ola,Transportation,"Chandigarh, Chandigarh",NLP Engineer | NLP Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | BM25 assessment 91.8/100",,weak:repeated_role_description,True,2026-05-10,0.840,56.7,60,False,False,"This 6.9-year NLP Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Relative to nearby candidates, location/relocation fit is weaker.",72.000000,10.000000,20.000000,0.715520,1.923200,12.000000,4.669000,5.000000,8.000000,1.200000,4.000000,0.650000,0.000000,0.000000
153,CAND_0027691,139.958880,applied_ml,3,ml_platform,NLP Engineer,"NLP Engineer | ML, NLP, Recommendation Systems",6.5,Haptik,Conversational AI,"Pune, Maharashtra",NLP Engineer | Applied ML Engineer | AI Engineer,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | Weaviate assessment 79.3/100",,weak:skill_duration_overrun,True,2026-03-31,0.680,14.7,15,False,True,"NLP Engineer with 6.5 years at Haptik; operates production ML pipelines, feature infrastructure, monitoring, and drift checks. The profile is open to work with a 0.68 recruiter response rate and 15-day notice.",72.000000,4.500000,15.126720,4.602560,12.000000,7.500000,1.840400,4.689200,8.000000,2.700000,4.000000,3.000000,0.000000,0.000000
154,CAND_0052335,139.884000,applied_ml,3,search_ranking,Applied ML Engineer,Applied ML Engineer | Applied ML | Building intelligent products,6.4,Aganitha,AI/ML,Berlin,Applied ML Engineer | AI Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",,weak:salary_range_inverted,True,2026-04-10,0.790,27.3,60,True,False,"Career evidence from this Applied ML Engineer (6.4 years) owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Availability signals are supportive: open to work, 0.79 response rate, and 60-day notice.",72.000000,10.000000,17.338080,4.483520,2.355600,12.000000,3.508400,4.348400,8.000000,0.000000,4.000000,1.850000,0.000000,0.000000
155,CAND_0010257,133.141540,applied_ml,3,ml_platform,Senior Data Scientist,Senior Data Scientist | Applied ML | Building intelligent products,6.5,Google,Internet,"Noida, Uttar Pradesh",Senior Data Scientist | Search Engineer | Senior Data Scientist,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | OpenSearch assessment 90.5/100",120-day notice period,,True,2026-05-13,0.720,46.2,120,True,True,"At Google, this Senior Data Scientist operates production ML pipelines, feature infrastructure, monitoring, and drift checks, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.72 recruiter response rate and 120-day notice; notice period is 120 days.",72.000000,4.500000,10.464000,4.352640,12.000000,8.184500,1.840400,5.000000,8.000000,2.850000,4.000000,-0.050000,0.000000,0.000000
156,CAND_0083879,127.770820,applied_ml,3,ml_platform,Machine Learning Engineer,"Machine Learning Engineer | Search, Ranking & Retrieval",7.1,Ola,Transportation,"Noida, Uttar Pradesh",Machine Learning Engineer | Search Engineer | Senior Data Scientist,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store.",,weak:repeated_role_description,True,2026-04-17,0.470,24.4,30,False,True,"This 7.1-year Machine Learning Engineer operates production ML pipelines, feature infrastructure, monitoring, and drift checks. A 0.47 response rate and 30-day notice make the profile workable for outreach.",72.000000,4.500000,9.984960,1.991360,11.680000,6.484500,0.680000,5.000000,8.000000,0.450000,4.000000,3.000000,0.000000,0.000000
157,CAND_0027801,127.717600,applied_ml,3,ml_platform,NLP Engineer,"NLP Engineer | ML, NLP, Recommendation Systems",7.4,InMobi,AdTech,"Hyderabad, Telangana",NLP Engineer | Machine Learning Engineer | Recommendation Systems Engineer,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | FAISS assessment 81.5/100",120-day notice period,weak:repeated_role_description,True,2026-04-12,0.650,28.5,120,False,True,"NLP Engineer with 7.4 years at InMobi; operates production ML pipelines, feature infrastructure, monitoring, and drift checks. Main concern: notice period is 120 days.",72.000000,4.500000,12.001920,4.790080,12.000000,5.304000,0.000000,4.121600,8.000000,1.050000,4.000000,-0.050000,0.000000,0.000000
158,CAND_0072660,126.451440,applied_ml,3,ml_platform,Machine Learning Engineer,"Machine Learning Engineer | ML, NLP, Recommendation Systems",7.1,Unacademy,EdTech,Berlin,Machine Learning Engineer | NLP Engineer | Machine Learning Engineer,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store.",,weak:repeated_role_description,True,2026-05-24,0.530,49.3,30,False,False,"Career evidence from this Machine Learning Engineer (7.1 years) operates production ML pipelines, feature infrastructure, monitoring, and drift checks. Hiring feasibility is tempered because location/relocation fit is weaker.",72.000000,4.500000,13.366080,2.178560,9.360000,5.023000,2.603400,4.320400,8.000000,0.900000,4.000000,0.200000,0.000000,0.000000
159,CAND_0058688,125.641840,applied_ml,3,ml_platform,AI Engineer,AI Engineer | Applied ML | Building intelligent products,6.7,Vedantu,EdTech,Berlin,AI Engineer | Recommendation Systems Engineer,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | scikit-learn assessment 66.7/100",,,True,2026-03-28,0.740,7.8,15,True,False,"At Vedantu, this AI Engineer operates production ML pipelines, feature infrastructure, monitoring, and drift checks, directly supporting Redrob's intelligence-layer mandate. They are open to work and the recorded notice period is 15 days.",72.000000,4.500000,6.924000,3.077440,12.000000,4.600000,1.840400,5.000000,8.000000,1.050000,4.000000,2.650000,0.000000,0.000000
160,CAND_0081053,124.684880,applied_ml,3,ml_platform,NLP Engineer,NLP Engineer | Applied ML | Building intelligent products,5.4,Glance,AI/ML,"Chandigarh, Chandigarh",NLP Engineer | Machine Learning Engineer,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store.",90-day notice period,weak:skill_duration_overrun,True,2026-03-31,0.830,21.6,90,True,False,"This 5.4-year NLP Engineer operates production ML pipelines, feature infrastructure, monitoring, and drift checks. Relative to nearby candidates, notice period is 90 days.",72.000000,4.500000,8.160960,4.803520,12.000000,2.900000,2.320400,5.000000,8.000000,0.450000,4.000000,0.550000,0.000000,0.000000
161,CAND_0033179,123.894800,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | 6.9 yrs in analytics & ML,6.9,Wipro,IT Services,"Ahmedabad, Gujarat",AI Research Engineer | Senior Software Engineer (ML),"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | scikit-learn assessment 75.6/100",profile states limited ownership of modeling or deployment,,True,2026-05-22,0.840,8.4,30,True,False,AI Research Engineer with 6.9 years at Wipro; built production recommendation and behavioral reranking components. Main concern: ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,20.000000,0.320000,7.680000,0.000000,1.026400,4.668400,8.000000,1.050000,4.000000,2.650000,5.000000,0.000000
162,CAND_0005509,123.883200,applied_ml,3,recommendation,Data Scientist,Data Scientist | 6.0 yrs in analytics & ML,6.0,Ola,Transportation,"Noida, Uttar Pradesh",Data Scientist | AI Research Engineer | ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-05-25,0.400,35.6,30,True,True,Career evidence from this Data Scientist (6.0 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,19.742400,0.320000,8.640800,0.000000,0.880000,5.000000,8.000000,0.000000,4.000000,2.800000,5.000000,0.000000
163,CAND_0015967,123.837680,applied_ml,3,recommendation,Senior Software Engineer (ML),Senior Software Engineer (ML) | Data Science & ML enthusiast,5.4,Razorpay,Fintech,"Hyderabad, Telangana",Senior Software Engineer (ML) | AI Research Engineer | Computer Vision Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | TensorFlow assessment 59.5/100",profile states limited ownership of modeling or deployment,,True,2026-05-13,0.450,40.8,30,True,True,"At Razorpay, this Senior Software Engineer (ML) built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.45 recruiter response rate and 30-day notice; ranking-evaluation depth is less explicit than the strongest profiles.",72.000000,7.500000,16.824000,0.452480,8.640800,0.000000,2.520400,5.000000,8.000000,0.900000,4.000000,3.000000,5.000000,0.000000
164,CAND_0095619,123.813700,applied_ml,3,search_ranking,NLP Engineer,NLP Engineer | Applied ML | Building intelligent products,15.6,Nykaa,E-commerce,"Mumbai, Maharashtra",NLP Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | MLflow assessment 89.9/100",,,True,2026-04-16,0.900,8.6,30,False,True,"This 15.6-year NLP Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Relative to nearby candidates, 15.6 years is above the preferred experience band.",72.000000,10.000000,15.706080,0.715520,1.923200,10.360500,2.828400,4.630000,0.000000,1.650000,4.000000,3.000000,3.000000,0.000000
165,CAND_0061175,123.610000,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,6.7,Haptik,Conversational AI,"Gurgaon, Haryana",AI Research Engineer | Junior ML Engineer | Data Scientist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Recommendation Systems assessment 72.2/100",profile states limited ownership of modeling or deployment | 120-day notice period,weak:repeated_role_description,True,2026-03-20,0.480,99.2,120,True,True,AI Research Engineer with 6.7 years at Haptik; built production recommendation and behavioral reranking components. Main concern: notice period is 120 days.,72.000000,7.500000,20.000000,0.640000,7.680000,0.000000,2.040000,5.000000,8.000000,1.800000,4.000000,-0.050000,5.000000,0.000000
166,CAND_0064904,123.066840,applied_ml,3,ml_platform,AI Engineer,"AI Engineer | ML, NLP, Recommendation Systems",4.9,LinkedIn,Internet,"Hyderabad, Telangana",AI Engineer | Applied ML Engineer,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | Forecasting assessment 82.5/100",90-day notice period,weak:activity_before_signup | weak:skill_duration_overrun,True,2026-03-17,0.780,40.8,90,False,True,"Career evidence from this AI Engineer (4.9 years) operates production ML pipelines, feature infrastructure, monitoring, and drift checks. Hiring feasibility is tempered because notice period is 90 days.",72.000000,4.500000,8.064960,4.428480,12.000000,2.900000,1.923400,5.000000,5.500000,2.250000,4.000000,0.950000,0.000000,0.450000
167,CAND_0016163,122.931040,applied_ml,3,ml_platform,Applied ML Engineer,Applied ML Engineer | Applied ML | Building intelligent products,6.7,Dream11,Gaming,"Gurgaon, Haryana",Applied ML Engineer | Applied ML Engineer | NLP Engineer,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | Weaviate assessment 88.3/100",120-day notice period,weak:repeated_role_description,True,2026-04-11,0.720,3.6,120,False,True,"At Dream11, this Applied ML Engineer operates production ML pipelines, feature infrastructure, monitoring, and drift checks, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.72 recruiter response rate and 120-day notice; notice period is 120 days.",72.000000,4.500000,8.352960,5.878080,12.000000,2.900000,0.000000,5.000000,8.000000,0.600000,4.000000,-0.300000,0.000000,0.000000
168,CAND_0069638,122.856000,applied_ml,3,recommendation,Computer Vision Engineer,Computer Vision Engineer | Data Science & ML enthusiast,6.2,Swiggy,Food Delivery,"Chennai, Tamil Nadu",Computer Vision Engineer | AI Research Engineer | Computer Vision Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Semantic Search assessment 53.1/100",profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-04-29,0.640,58.1,30,True,False,"This 6.2-year Computer Vision Engineer built production recommendation and behavioral reranking components. Relative to nearby candidates, ranking-evaluation depth is less explicit than the strongest profiles.",72.000000,7.500000,20.000000,0.320000,7.680000,0.000000,0.680000,5.000000,8.000000,0.450000,3.576000,2.650000,5.000000,0.000000
169,CAND_0092706,122.651680,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,5.8,Unacademy,EdTech,"Delhi, Delhi",AI Research Engineer | ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Forecasting assessment 79.7/100",profile states limited ownership of modeling or deployment | 120-day notice period,weak:salary_range_inverted,True,2026-05-27,0.780,4.1,120,True,True,AI Research Engineer with 5.8 years at Unacademy; built production recommendation and behavioral reranking components. Main concern: notice period is 120 days.,72.000000,7.500000,20.000000,0.452480,8.640800,0.000000,1.840000,4.668400,8.000000,0.600000,4.000000,-0.050000,5.000000,0.000000
170,CAND_0064130,122.533280,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | 6.7 yrs in analytics & ML,6.7,Unacademy,EdTech,"Chennai, Tamil Nadu",AI Research Engineer | Computer Vision Engineer | AI Specialist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | PyTorch assessment 61.3/100",profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-03-08,0.670,49.2,45,True,False,Career evidence from this AI Research Engineer (6.7 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,19.181280,0.000000,7.680000,0.000000,2.040000,5.000000,8.000000,1.050000,3.232000,1.850000,5.000000,0.000000
171,CAND_0044262,122.325440,applied_ml,3,recommendation,Data Scientist,Data Scientist | 6.9 yrs in analytics & ML,6.9,upGrad,EdTech,"Trivandrum, Kerala",Data Scientist | Junior ML Engineer | ML Engineer | Computer Vision Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | OpenSearch assessment 42.5/100",profile states limited ownership of modeling or deployment | 90-day notice period,weak:repeated_role_description,True,2026-03-30,0.730,43.6,90,True,False,"At upGrad, this Data Scientist built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.73 recruiter response rate and 90-day notice; notice period is 90 days.",72.000000,7.500000,18.590400,0.554240,8.640800,0.000000,2.040000,5.000000,8.000000,0.450000,4.000000,0.550000,5.000000,0.000000
172,CAND_0004402,122.061920,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | 6.0 yrs in analytics & ML,6.0,Yellow.ai,AI/ML,"Delhi, Delhi",AI Research Engineer | Data Scientist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | PyTorch assessment 84.9/100",profile states limited ownership of modeling or deployment,,True,2026-05-25,0.830,3.9,60,False,True,"This 6.0-year AI Research Engineer built production recommendation and behavioral reranking components. Relative to nearby candidates, ranking-evaluation depth is less explicit than the strongest profiles.",72.000000,7.500000,18.029280,0.554240,7.680000,0.000000,0.880000,4.668400,8.000000,1.500000,4.000000,2.250000,5.000000,0.000000
173,CAND_0046924,121.901040,applied_ml,3,recommendation,Computer Vision Engineer,Computer Vision Engineer | Building ML-powered solutions,6.3,PharmEasy,HealthTech,"Noida, Uttar Pradesh",Computer Vision Engineer | AI Research Engineer | Junior ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Feature Engineering assessment 84.6/100",profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:salary_range_inverted | weak:repeated_role_description,False,2026-05-11,0.610,54.2,120,True,True,Computer Vision Engineer with 6.3 years at PharmEasy; built production recommendation and behavioral reranking components. Main concern: not marked open to work and notice period is 120 days.,72.000000,7.500000,20.000000,0.554240,8.640800,0.000000,1.840000,5.000000,8.000000,2.100000,1.766000,-0.050000,5.000000,0.450000
174,CAND_0098952,121.767920,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,5.5,CRED,Fintech,"Gurgaon, Haryana",AI Research Engineer | Senior Software Engineer (ML),Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | NLP assessment 86.7/100,profile states limited ownership of modeling or deployment,,True,2026-03-05,0.660,84.1,45,True,True,"Career evidence from this AI Research Engineer (5.5 years) owns a production relevance system with explicit evaluation and operational evidence. Availability signals are supportive: open to work, 0.66 response rate, and 45-day notice.",72.000000,12.000000,14.001120,0.320000,7.680000,0.000000,1.026400,4.320400,8.000000,1.650000,3.770000,2.000000,5.000000,0.000000
175,CAND_0093883,121.068840,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,5.0,Wysa,HealthTech AI,"Bhubaneswar, Odisha",AI Research Engineer | Computer Vision Engineer | Senior Software Engineer (ML),Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-05-12,0.560,49.7,60,False,False,"At Wysa, this AI Research Engineer owns a production relevance system with explicit evaluation and operational evidence, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.56 recruiter response rate and 60-day notice; location/relocation fit is weaker.",72.000000,12.000000,15.153120,0.715520,7.680000,0.000000,0.880000,4.818200,8.000000,0.450000,3.972000,0.400000,5.000000,0.000000
176,CAND_0069248,120.947120,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,5.4,Unacademy,EdTech,"Vizag, Andhra Pradesh",AI Research Engineer | AI Specialist | AI Specialist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | 120-day notice period,,True,2026-04-08,0.750,37.1,120,True,False,"This 5.4-year AI Research Engineer built production recommendation and behavioral reranking components. Relative to nearby candidates, notice period is 120 days.",72.000000,7.500000,19.857120,0.320000,7.680000,0.000000,2.040000,5.000000,8.000000,0.000000,4.000000,-0.450000,5.000000,0.000000
177,CAND_0078262,120.712480,applied_ml,3,recommendation,ML Engineer,ML Engineer | Building ML-powered solutions,4.9,Yellow.ai,AI/ML,"Kochi, Kerala",ML Engineer | Data Scientist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Sentence Transformers assessment 76.3/100",profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-03-20,0.390,27.9,60,True,False,ML Engineer with 4.9 years at Yellow.ai; built production recommendation and behavioral reranking components. Main concern: ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,19.746240,0.554240,7.680000,0.000000,0.880000,5.000000,5.500000,1.200000,3.802000,1.850000,5.000000,0.000000
